"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_panel","battery","color","price","rating","review_text"
"Laptop Acer Aspire Lite 14 AL14 71P 55P9 - NX.D7USV.001 (i5 13500H, 16GB, 512GB, Full HD+, Win11)","Intel Core i5 Raptor Lake - 13500H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB NVMe PCIe Gen4)","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 58 Wh","","16.690.000₫","5/5",""
"Laptop Dell 15 DC15250 - 71084746 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Po, 41Wh","","17.490.000₫","5/5",""
"Laptop Dell 15 DC15250 - CPH99 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","WVA","3 cell, 41 Wh","","17.490.000₫","5/5",""
"Laptop HP 245 G10 - A20TDPT (R5 7530U, 8GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7530U","8 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","13.490.000₫","4.9/5","Tôi mua tặng con gái học Đại Học Hàng Hải, chất lượng sau 1 năm là rất tốt. Giờ tôi mới đánh giá. Its OK. || Mình chỉ sử dụng mục đích học tập, văn phòng nên máy khá ổn.Thế giới di động tại 09 Nguyễn Oanh hỗ trợ tốt về kỹ thuật + chăm sóc khách hàng."
"Laptop HP Pavilion 15 eg3112TU - 8U6L9PA (i7 1355U, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3 cell, 41.04 Wh","","21.390.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - N5I7421W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280))","15.6""","Full HD (1920 x 1080)","WVA","4-cell Li-ion, 54 Wh","","20.990.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - 71053696 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX0032VN (Ultra 7 255H, 32GB, 1TB, WUXGA, Win11)","Intel Core Ultra 7 Arrow Lake - 255H","32 GB","Card tích hợp - Intel Arc Graphics 140T","1 TB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242))","14""","WUXGA (1920 x 1200)","IPS","3-cell, 48Wh","","32.190.000₫","5/5",""
"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01AMVN (i7 13650HX, 16GB, 1TB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13650HX","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","1 TB SSD M.2 PCIe Gen 4.0x4 (2242)","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 60 Wh","","29.990.000₫","5/5",""
"Laptop Lenovo Yoga Slim 7 OLED 14IMH9 - 83CV00D8VN (Ultra 5 125H, 16GB, 1TB, WUXGA OLED, OfficeH24+365, Win11)","Intel Core Ultra 5 Meteor Lake - 125H","16 GB","Card tích hợp - Intel Arc Graphics","1 TB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242)/ 1 TB (2280))","14""","WUXGA (1920 x 1200) - OLED","OLED","Li-ion, 65 Wh","","25.690.000₫","5/5",""
"Laptop Asus Vivobook 15 OLED A1505VA - L1341W (i5 13500H, 16GB, 512GB, Full HD OLED, Win11)","Intel Core i5 Raptor Lake - 13500H","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080) OLED","OLED","3-cell Li-ion, 50 Wh","","17.990.000₫","4.9/5","Mình muốn gửi máy để vệ sinh và tra lại keo thì bên mình có hỗ trợ không hay phải tự mang lên hãng ạ || Đã mua em này, đổi từ macbook m1 qua, sài thấy màn hình đẹp nét, cấu hình mạnh ."
"Laptop Asus Vivobook 15 OLED A1505VA - MA570WS (i7 13620H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","2.8K (2880 x 1620) - OLED","OLED","3-cell Li-ion, 50 Wh","","21.190.000₫","5/5",""
"Laptop MSI Gaming Sword 16 HX B14VFKG - 045VN (i7 14700HX, 16GB, 1TB, RTX 4060 8GB, QHD+ 240Hz, Win11)","Intel Core i7 Raptor Lake - 14700HX","16 GB","Card rời - NVIDIA GeForce RTX 4060, 8 GB","1 TB SSD NVMe PCIe Gen 4","16""","QHD+ (2560 x 1600)","IPS","4-cell, 65Wh","","35.690.000₫","4.9/5","ĐÃ MUA MÁY NÀY. CẤU HÌNH MÁY MẠNH, TẦN SỐ QUẾT VÀ MÀN 2K NÊN CHƠI GAME VÀ LÀM ĐỒ HỌA TỐT. CÓ ĐIỀU MÁY KHÔNG CÓ TẤM NỀN CHỐNG ÁNH SÁNG XANH, HAY EYE CARE NÊN HOẠT ĐỘNG TRÊN MÁY LÂU SẼ MỎI MẮT HƠN. ĐÁNH GIÁ 4/5 SAO."
"Laptop Acer Gaming Nitro V 16 ProPanel ANV16 41 R6ZY - NH.QP2SV.002 (R5 8645HS, 16GB, 512GB, RTX 3050 6GB, WUXGA 165Hz, Win11)","AMD Ryzen 5 - 8645HS","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","16""","WUXGA (1920 x 1200)","","4-cell, 57Wh","","29.690.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - 71053721 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","20.990.000₫","5/5","Mình rất ấn tượng với thái độ phục vụ của nhân viên Thế Giới Di Động, tư vấn rõ ràng và thân thiện. Sản phẩm đúng như mong đợi. Mua tại chỗ rất tiện và nhanh. Cảm ơn Thế Giới Di Động"
"Laptop HP Gaming VICTUS 15 fb3115AX - BX9C9PA (R7 7445HS, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)","AMD Ryzen 7 - 7445HS","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 70 Wh","","26.890.000₫","5/5",""
"Laptop HP 15 fd1063TU - 9Z2Y1PA (Ultra 5 125H, 16GB, 512GB, Full HD, Win11)","Intel Core Ultra 5 Meteor Lake - 125H","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","17.590.000₫ *","4.9/5","máy mới mà xài 3 tiếng hết pin rất tệ và chán luôn á"
"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 50 Wh","","19.690.000₫","4.9/5","NV tư vấn nhiệt tình , máy đẹp , hiệu năng tốt || laptop mới mua khi vào web nền trắng nó sẽ bị lóa chói lên cỡ 4s rồi nó bình thường trở lại. đó là do lỗi máy hay do laptop có cài chức năng gì mà không biết v ạ"
"Laptop Lenovo V15 G5 IRL - 83HF0000VN (Core 5 120U, 16GGB, 512GB, Full HD, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","47 Wh","","17.990.000₫","5/5",""
"Laptop Asus Vivobook S 16 OLED S5606MA - MX050W (Ultra 5 125H, 16GB, 512GB, 3.2K OLED 120Hz, Win11)","Intel Core Ultra 5 Meteor Lake - 125H","16 GB","Card tích hợp - Intel Arc Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","16""","3.2K (3200 x 2000) OLED","OLED","4-cell Li-ion, 75 Wh","","25.190.000₫","4.9/5","Phù hợp cho đối tượng hssv, văn phòng Đáp ứng tốt giải trí, nhu cầu hằng ngày. Chỉ có một điểm cần lưu ý là pin sử dụng không được lâu, chỉ tầm 5 tiếng với tác vụ nhẹ tới bình thường. || đi pin nhanh như điện. dự báo thời gian còn lại của pin nó ảo thôi rồi. máy như bị mát, cắm sạc bị giật điện như rò điện."
"Laptop Acer Gaming Aspire 5 A515 58GM 51LB - NX.KQ4SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 2050, 4 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 50 Wh","","17.190.000₫","4.9/5","Con chị sử dụng cũng OK lắm. || nút f5 trên máy là giảm độ sáng màn hình, làm sao chỉnh cho nó thành refresh lại ạ"
"Laptop MSI Gaming Cyborg 14 A13VE - 090VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD+ 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","14""","Full HD+ (1920 x 1200)","IPS","3-cell, 53.5Wh","","26.690.000₫","5/5",""
"Laptop Lenovo V14 - 83HD0001VN (Core 5 120U, 16GB, 512GB, Full HD, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","IPS","47 Wh","","17.290.000₫","5/5",""
"Laptop Dell Inspiron 14 5440 - 7FN5J (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)","Intel Core 7 Raptor Lake - 150U","16 GB","Card tích hợp - Intel Graphics","1 TB SSD M.2 PCIe","14""","Full HD+","","4-cell Li-ion, 54 Wh","","24.990.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","21.990.000₫","5/5",""
"Laptop Asus Vivobook S14 S3407CA - LY096WS (Ultra 7 255H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)","Intel Core Ultra 7 Arrow Lake - 255H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","14""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 70 Wh","","23.790.000₫ *","5/5",""
"Laptop GIGABYTE Gaming G6 MF RC56 - 9RC56MF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","16""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 54 Wh","","22.890.000₫","5/5",""
"Laptop Asus Gaming Vivobook K3605ZC - RP629W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)","Intel Core i5 Alder Lake - 12500H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","","3-cell Li-ion, 50 Wh","","18.690.000₫","4.9/5","Hơi nóng nhưng ngon"
"Laptop Acer Gaming Aspire 7 A715 59G 73LB - NH.QX6SV.002 (i7 12650H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Alder Lake - 12650H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 54.8 Wh","","23.290.000₫","5/5",""
"Laptop HP OmniBook X Flip 14 fm0088TU - BZ7Q2PA (Ultra 5 226V, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24+365B, Win11)","Intel Core Ultra 5 Lunar Lake - 226V","16 GB","Card tích hợp - Intel Arc Graphics 130V","512 GB SSD M.2 NVMe PCIe Gen 4.0","14""","WUXGA (1920 x 1200)","IPS","3-cell Li-Po, 59 Wh","","26.690.000₫","5/5",""
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000GVN (i5 13420H, 24GB, 512GB, WUXGA, Win11)","Intel Core i5 Raptor Lake - 13420H","24 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.3""","WUXGA (1920 x 1200)","IPS","60 Wh","","18.690.000₫","5/5",""
"Laptop MSI Gaming Thin 15 B12UC - 2045VN (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 52.4 Wh","","17.690.000₫","4.9/5","sản phẩm tốt nha nma không tản nhiệt của máy là tản nhiệt cụm hay gì cần thêm thông tin về bộ phần này của lap này ạ Laptop MSI Gaming Thin 15 B12UC 2045VN"
"Laptop Lenovo ThinkBook 16 G7 - 21MS007HVN (Ultra 7 155U, 32GB, 1TB, WUXGA, Win11)","Intel Core Ultra 7 Meteor Lake - 155U","32 GB","Card tích hợp - Intel Graphics","1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","WUXGA (1920 x 1200)","IPS","45Wh","","27.890.000₫","5/5",""
"Laptop Acer Gaming Nitro V ANV15 51 57B2 - NH.QN8SV.001 (i5 13420H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","8 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell, 57Wh","","23.990.000₫ *","5/5",""
"Laptop Lenovo Yoga Slim 7 15ILL9 - 83HM000GVN (Ultra 7 258V, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeHS, Win11)","Intel Core Ultra 7 Lunar Lake - 258V","32 GB","Card tích hợp - Intel Arc 140V","1 TB SSD M.2 PCIe","15.3""","2.8K (2880 x 1800)","IPS","70 Wh","","40.790.000₫","5/5",""
"Laptop Lenovo IdeaPad 5 2in1 14IRH9 - 83KX003WVN (i5 13420H, 16GB, 512GB, WUXGA OLED, Cảm ứng, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200) - OLED","OLED","57Wh","","20.490.000₫","5/5",""
"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)","Intel Core Ultra 5 Meteor Lake - 125U","16 GB","Card tích hợp - Intel Graphics","1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 59 Wh","","21.290.000₫","5/5",""
"Laptop HP OmniBook 5 Flip 14 fp0057TU - BZ7Q6PA (Core 5 120U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200)","IPS","4-cell Li-Po, 68 Wh","","23.890.000₫","5/5",""
"Laptop Dell Inspiron 15 3520 - 25P231 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)","Intel Core i5 Alder Lake - 1235U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","15.990.000₫","4.9/5","Mẫu này khu vực mình ở có máy đã qua sử dụng không ạ || Muốn lên đời shop thu mua lại k vậy shop, mua chưa đc 6 tháng"
"Laptop Dell Inspiron 15 3520 - 71064798 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)","Intel Core i5 Alder Lake - 1235U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","15.990.000₫","5/5","Máy tốt tuy nhiên không phù hợp chơi game. Loa ổn màn hình đẹp đặc biệt là có đèn bàn phím ok. Tiếc là không có cổng type C còn lại mọi thứ tốt. || cho hỏi jack tai nghe là 2.5 hay 2.5 vậy tháy 3.5 mà ko vu2à"
"Laptop Acer Gaming Nitro V ANV15 51 55CA - NH.QN8SV.004 (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell, 57Wh","","27.190.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - N5I7216W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","20.990.000₫","5/5","Máy này gập ra được 180 ko ạ || Mình cần hỗ trợ.mình mua lapptop bị lỗi win"
"Laptop HP EliteBook 635 Aero G11 - B91D3PT (R7 8840HS, 32GB, 512GB, WUXGA, Win11)","AMD Ryzen 7 - 8840HS","32 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""","WUXGA (1920 x 1200)","IPS","3-cell, 43Wh","","28.490.000₫","5/5",""
"Laptop MSI Gaming Katana A15 AI B8VG - 465VN (R7 8845HS, 16GB, 1TB, RTX 4070 8GB, Full HD 144Hz, Win11)","AMD Ryzen 7 - 8845HS","16 GB","Card rời - NVIDIA GeForce RTX 4070, 8 GB","1 TB SSD M.2 PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","35.110.000₫","5/5",""
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000JVN (i7 13620H, 16GB, 512GB, WUXGA, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.3""","WUXGA (1920 x 1200)","IPS","60 Wh","","20.690.000₫","5/5",""
"Laptop HP Gaming VICTUS 15 fb3116AX - BX8U4PA (R7 7445HS, 16GB, 512GB, RTX3050 6GB, Full HD 144Hz, Win11)","AMD Ryzen 7 - 7445HS","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 52.5Wh","","24.890.000₫","5/5",""
"Laptop Asus Vivobook 16 A1607CA - MB038WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)","Intel Core Ultra 5 Arrow Lake - 225H","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 42 Wh","","20.490.000₫","5/5",""
"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV00PSVN (i5 13450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13450HX","24 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","60 Wh","","25.490.000₫","5/5",""
"Laptop Asus Vivobook 16 X1605VA - MB1875WS (i7 13620H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 42 Wh","","18.490.000₫","5/5",""
"Laptop Dell Inspiron 15 3520 - N3520-i7U165W11BLU-FP (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)","Intel Core i7 Alder Lake - 1255U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","18.990.000₫","5/5",""
"Laptop HP Pavilion 15 eg3098TU i3 1315U/8GB/256GB/Win11 (8C5L9PA)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","256 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","13.190.000₫ *","5/5",""
"Laptop Dell Inspiron 14 5440 - N4I5211W1 (Core 5 120U, 16GB, 512GB, Full HD+, OfficeHS, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD+ (1920 x 1200)","","4-cell Li-ion, 54 Wh","","21.990.000₫","5/5",""
"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 52.4 Wh","","20.290.000₫","4.9/5","Cho em hỏi cách tắt card rời trên con này với ạ || Sao chơi game đột kích nó bị văng ra khỏi màn hình thế á , khó chịu thật sự"
"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C7H161W11II5050 (Core 7 240H, 16GB, 1TB, RTX 5050 8GB, WQXGA 120Hz, OfficeH24+365, Win11)","Intel Core 7 Raptor Lake - 240H","16 GB","Card rời - NVIDIA GeForce RTX 5050, 8 GB","1 TB SSD NVMe PCIe Gen 4","16""","WQXGA (2560 x 1600)","","6-cell Li-ion, 96 Wh","","36.490.000₫","5/5",""
"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450H","8 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 52.4 Wh","","19.290.000₫","4.9/5","Cho mình hỏi máy có gắn thêm dc ổ cứng SSD sata 2.5 ko ak hay chỉ dùng dc HDD"
"Laptop Lenovo Gaming LOQ 15IAX9E - 83LK0079VN (i5 12450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450HX","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","57Wh","","22.190.000₫","4.9/5","Cho e hỏi e bị hở sáng đổi máy khác dc k ạ. || Em mua gần 1 tháng em mún đk thêm gói 1 đổi 1 trong 1 năm đc ko , giá bao nhiu ạ"
"Laptop Dell Inspiron 15 3520 - N5I5057W1 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS+365, Win11)","Intel Core i5 Alder Lake - 1235U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","15.990.000₫","4.9/5","tại sao máy nhanh hết pin thế ạ. Với lại phích cắm máy này dẹt hay tròn vậy ạ"
"Laptop HP OmniBook 5 Flip 14 fp0055TU - BZ7Q4PA (Core 7 150U, 24GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)","Intel Core 7 Raptor Lake - 150U","24 GB","Card tích hợp - Intel Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200)","IPS","4-cell Li-Po, 68 Wh","","27.890.000₫","5/5",""
"Laptop Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)","Intel Core i7 Alder Lake - 1255U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","18.990.000₫","5/5",""
